dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
kc2,./data/numerical_only/balanced,"[[ 0.25819108 -0.08147602 -0.21733142 -0.08079783  0.17754496  0.10299312
  -0.7788911   0.71264688  0.42862807 -0.04818985  0.10035118 -0.04869358
   0.23657031 -0.35863484  0.83217293 -0.27149835  1.22791848  0.56804071
   0.1567233   0.21012302 -0.08051976]]","{'f_5': ['>=-0.08560630306601524'], 'f_4': ['<0.3513597398996353'], 'f_19': ['>=0.12707757577300072'], 'f_2': ['<0.3083033487200737'], 'f_1': ['<0.3288738280534744']}",{},{},"{'f_18': ['<0.23826364427804947'], 'f_19': ['>=0.14580228179693222']}","{'f_16': ['>=-0.5819407403469086'], 'f_7': ['<0.7216738164424896', '>=0.5642411410808563'], 'f_17': ['>=0.13750426098704338']}","{'f_3': ['<-0.07175715640187263'], 'f_17': ['>=0.3323810249567032'], 'f_19': ['>=0.1418057158589363'], 'f_1': ['<0.5225367248058319']}","{'f_5': ['>-0.01'], 'f_3': ['>-0.21'], 'f_14': ['>0.07'], 'f_19': ['>0.05'], 'f_18': ['>-0.38'], 'f_17': ['>0.25'], 'f_7': ['>0.44'], 'f_8': ['>0.30'], 'f_16': ['>0.76'], 'f_20': ['<=0.01'], 'f_13': ['<=-0.36'], 'f_15': ['<=-0.27'], 'f_2': ['<=-0.22']}"
kc2,./data/numerical_only/balanced,"[[-0.30685792 -0.35504258 -0.21733142 -0.32933329 -0.26879422 -0.23388579
  -0.52466441 -0.1692801  -0.36249556 -0.15477977 -0.24492491 -0.13745966
  -0.33823394  0.17931742 -0.25408431 -0.27149835  0.12626504 -0.33835182
  -0.25628662 -0.28814969 -0.35422053]]",{'f_9': ['<-0.15449579060077667']},{},{},{'f_12': ['<-0.299395814538002']},"{'f_3': ['<-0.14293169602751732'], 'f_16': ['<1.4639870524406433', '>=-0.8966988623142242'], 'f_14': ['<1.8098044395446777'], 'f_17': ['<0.0921846367418766'], 'f_6': ['<1.0006959438323975'], 'f_19': ['<0.32085028290748596']}","{'f_14': ['<0.6307280957698822'], 'f_17': ['<0.10370805487036705'], 'f_8': ['>=-0.8029056191444397']}","{'f_19': ['<=-0.29'], 'f_10': ['<=-0.24'], 'f_20': ['<=-0.35']}"
kc2,./data/numerical_only/balanced,"[[-0.21696376 -0.17266487  0.0830313  -0.08079783 -0.32887834 -0.26923803
  -0.34307386 -0.37328781 -0.51034589 -0.16056524 -0.27780835 -0.14227733
  -0.35376919 -0.35863484 -0.47133576 -0.27149835  0.2836441  -0.29303219
  -0.24228628 -0.24385878 -0.17175335]]",{'f_9': ['<-0.15449579060077667']},{},{},{'f_2': ['>=-0.18989959359169006']},"{'f_16': ['<1.4639870524406433', '>=-0.3458721414208412'], 'f_17': ['<0.0921846367418766'], 'f_6': ['<0.6375148743391037'], 'f_8': ['<0.14317753165960312']}",{'f_17': ['<0.08955656737089157']},"{'f_4': ['<=-0.28'], 'f_8': ['<=-0.24'], 'f_13': ['<=-0.36']}"
kc2,./data/numerical_only/balanced,"[[-0.4095941  -0.35504258 -0.21733142 -0.32933329 -0.38467074 -0.29952893
   1.43651314 -0.74339026 -0.63924906 -0.16370753 -0.31069178 -0.14489348
  -0.40037494 -0.35863484 -0.36271003 -0.27149835 -0.9753884  -0.56494995
  -0.38228964 -0.38780423 -0.35422053]]",{},{},{},"{'f_18': ['<-0.24940980225801468'], 'f_6': ['<2.5358688831329346'], 'f_12': ['<-0.24584081768989563']}","{'f_6': ['>=-0.05252907983958721'], 'f_17': ['<0.0921846367418766'], 'f_8': ['<0.05744916759431362']}","{'f_16': ['<1.068295657634735'], 'f_17': ['<0.13202252238988876']}","{'f_17': ['<=-0.56'], 'f_11': ['<=-0.14']}"
kc2,./data/numerical_only/balanced,"[[ 0.81039806  0.2832794  -0.21733142  0.54054082  0.82559511  0.56714893
  -0.8152092   1.09448442  1.37257194  0.14241984  0.56071924  0.11003944
   0.84244507  0.          0.94079866 -0.27149835  0.59840223  0.83995847
   0.82873945  0.81912301  0.2844146 ]]","{'f_3': ['>=0.10560376569628716'], 'f_16': ['<0.9918499290943146'], 'f_17': ['>=0.3414425849914551']}",{},{},{'f_3': ['>=0.45598751306533813']},"{'f_17': ['>=0.1183762364089489'], 'f_9': ['>=-0.16325871646404266'], 'f_0': ['>=0.39303232729434967'], 'f_4': ['<1.5239326655864716'], 'f_19': ['>=0.16687887907028198']}","{'f_3': ['<0.965843141078949'], 'f_16': ['<0.9154165983200073'], 'f_2': ['<0.517326295375824'], 'f_11': ['>=-0.14497758448123932'], 'f_10': ['<0.6324992477893829'], 'f_4': ['>=0.22367984801530838'], 'f_13': ['<1.1546179056167603'], 'f_1': ['<1.1430588364601135']}",{}
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.38896246 -0.30151712
   1.43651314 -0.74339026 -0.71410606 -0.16375534 -0.31069178 -0.14493322
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.9753884  -0.61026958
  -0.38228964 -0.39887696 -0.35422053]]",{},{},{},{'f_17': ['<-0.18548168241977692']},"{'f_7': ['<0.2500188648700714'], 'f_18': ['<0.07272128760814667'], 'f_16': ['<1.3852975368499756'], 'f_17': ['<0.0921846367418766'], 'f_6': ['>=0.5104015320539474']}",{'f_17': ['<0.05882656201720238']},"{'f_11': ['<=-0.14'], 'f_10': ['<=-0.31']}"
kc2,./data/numerical_only/balanced,"[[ 1.19565874  0.83041253  0.53357539  0.91334401  1.03588953  0.76872664
  -0.8152092   1.10712201  1.87513892  0.21548605  0.75801987  0.1708876
   1.18422057  0.35863484  1.48392728  1.65669404  0.75578129  1.24783511
   1.02474415  1.05165027  0.83181613]]",{'f_16': ['<0.9918499290943146']},{},{},"{'f_6': ['>=-0.8696863353252411'], 'f_5': ['>=0.6131080687046051']}","{'f_14': ['>=0.567962646484375'], 'f_17': ['>=0.6813397705554962'], 'f_8': ['>=0.5228982269763947']}","{'f_18': ['>=0.5005661994218826'], 'f_14': ['>=0.22229720652103424'], 'f_17': ['>=0.07150929607450962'], 'f_19': ['>=0.9647672176361084']}","{'f_18': ['>0.04'], 'f_19': ['>-0.29'], 'f_17': ['>0.25'], 'f_7': ['>0.44']}"
kc2,./data/numerical_only/balanced,"[[ 0.09124479  0.37446825  0.23321266  0.0434699   0.18183668  0.08714273
  -0.74257299  0.4210784   0.65972198 -0.07304336  0.08390945 -0.06939091
   0.01907681  0.35863484  0.39767004  0.69259784  0.44102317  0.47740146
   0.1357228   0.25441393  0.37564819]]","{'f_4': ['<0.3663807660341263', '>=0.11746083945035934'], 'f_1': ['>=0.3288738280534744']}",{},{},"{'f_3': ['< -0.6814535847680204 * f_20+0.3561373205619165'], 'f_7': ['<0.8525636792182922'], 'f_18': ['>=0.0867216233164072'], 'f_16': ['>=0.2574142627418041'], 'f_17': ['>= 3.144684254312734 * f_1+-0.943312737900641'], 'f_0': ['< 0.9800211772957642 * f_4+-0.04578717162273218'], 'f_19': ['>=0.2520900294184685', '>= 3.7695754568702244 * f_12+0.09515531736719919'], 'f_13': ['>=0.2855795919895172']}","{'f_13': ['>=0.26991651952266693'], 'f_17': ['>=0.11662367358803749'], 'f_11': ['>=-0.1061481460928917'], 'f_0': ['>=-0.2827703058719635'], 'f_4': ['<0.24641823768615723'], 'f_19': ['>=-0.11515960097312927'], 'f_2': ['>=-0.11608654353767633']}","{'f_3': ['<0.20688481628894806'], 'f_5': ['<0.18002348393201828', '>=-0.2793937474489212'], 'f_20': ['<0.6521808207035065'], 'f_17': ['>=0.2061617225408554'], 'f_11': ['<0.012153003364801407'], 'f_10': ['>=-0.06408881209790707'], 'f_6': ['<-0.5874604880809784'], 'f_19': ['>=0.12307913601398468'], 'f_8': ['>=-0.6527657508850098']}","{'f_20': ['>0.01'], 'f_10': ['>-0.01'], 'f_14': ['>0.07'], 'f_5': ['>-0.01'], 'f_3': ['>-0.21'], 'f_11': ['>-0.09'], 'f_8': ['>0.30'], 'f_1': ['>-0.26'], 'f_2': ['>-0.22'], 'f_17': ['>0.25'], 'f_15': ['>-0.27'], 'f_13': ['>0.00']}"
kc2,./data/numerical_only/balanced,"[[-0.4095941  -0.35504258 -0.21733142 -0.32933329 -0.37179557 -0.29270522
   0.20169769 -0.60798692 -0.63117319 -0.16322513 -0.29425006 -0.14449211
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.50325121 -0.56494995
  -0.36128914 -0.38780423 -0.35422053]]",{},{},{},"{'f_17': ['<0.04857877641916275'], 'f_12': ['<-0.29499614238739014']}","{'f_16': ['<0.8344708383083344'], 'f_17': ['<0.06598787941038609'], 'f_10': ['<0.8073450922966003'], 'f_6': ['<1.1278092861175537'], 'f_19': ['<0.8025139272212982']}",{'f_17': ['<0.08133485913276672']},"{'f_11': ['<=-0.09'], 'f_8': ['<=-0.24'], 'f_14': ['<=-0.47']}"
kc2,./data/numerical_only/balanced,"[[ 0.69481986  0.2832794   0.68375675  0.41627309  0.67538481  0.50360963
  -0.8515273   1.44563035  0.89330071  0.17060952  0.49495243  0.13351585
   0.67155731  0.53795226  0.39767004  1.65669404  1.54267661  1.0665566
   0.63973491  0.73054119  0.2844146 ]]","{'f_16': ['>=0.9918499290943146'], 'f_2': ['>=0.6086660921573639'], 'f_17': ['>=0.36410239338874817']}",{},{},"{'f_10': ['<0.5623721480369568'], 'f_14': ['<0.5554540157318115'], 'f_12': ['>=0.39408354461193085']}","{'f_15': ['== 1.6566940354973965'], 'f_12': ['>=-0.3304663151502609'], 'f_10': ['<0.8977745175361633'], 'f_6': ['<-0.34307387471199036'], 'f_2': ['>=0.6086660921573639']}","{'f_12': ['>=0.5113032460212708'], 'f_11': ['<1.2844499349594116', '>=0.11149388179183006'], 'f_19': ['<0.9293474853038788'], 'f_2': ['<0.9934404790401459']}",{}
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.32458662 -0.26841191
   2.30814761 -0.77949781  1.04363584 -0.16319924 -0.27780835 -0.14447092
  -0.36930444 -0.35863484 -0.47133576 -0.27149835 -1.29014652 -0.56494995
  -0.39628998 -0.3767315  -0.35422053]]",{},{},{},"{'f_18': ['<-0.2664157897233963'], 'f_14': ['<-0.25852498412132263']}","{'f_16': ['<1.4639870524406433'], 'f_17': ['<-0.04377424344420433'], 'f_6': ['>=0.5104015320539474'], 'f_4': ['>=-0.3868165910243988']}","{'f_10': ['<1.3043155670166016'], 'f_17': ['<-0.09912405908107758']}","{'f_17': ['<=-0.34'], 'f_14': ['<=-0.47'], 'f_3': ['<=-0.33']}"
kc2,./data/numerical_only/balanced,"[[-0.38391006 -0.35504258 -0.21733142 -0.32933329 -0.38467074 -0.29952893
  -0.9967997  -0.87879359 -0.87966119 -0.16386138 -0.31069178 -0.14502197
  -0.40037494  0.         -0.36271003 -0.27149835 -0.66063027 -0.6555892
  -0.36828931 -0.40994968 -0.35422053]]",{},{},{},{'f_10': ['<-0.2860292047262192']},"{'f_19': ['<-0.03901333175599575'], 'f_17': ['<0.08777502924203873'], 'f_8': ['<0.10838918760418892']}","{'f_13': ['<1.4325207471847534'], 'f_17': ['<0.2193952277302742']}","{'f_1': ['<=-0.36'], 'f_11': ['<=-0.14']}"
kc2,./data/numerical_only/balanced,"[[ 0.28387513  0.00971284 -0.21733142  0.0434699   0.22046219  0.14071355
  -0.8152092   0.86068798  0.42769628 -0.02578855  0.13323463 -0.03003882
   0.36085231 -0.17931742  0.07179286 -0.27149835  1.22791848  0.70399959
   0.14272297  0.34299575  0.01071383]]","{'f_5': ['<0.2371019646525383'], 'f_12': ['<0.41522568464279175', '>=0.1511264368891716'], 'f_0': ['>=0.0719817541539669'], 'f_19': ['<0.4038957506418228'], 'f_13': ['<0.0896587073802948'], 'f_8': ['>=-0.13963288068771362']}",{},{},"{'f_18': ['<0.33076007664203644'], 'f_19': ['>=0.16958098113536835'], 'f_17': ['>=0.5378276109695435']}","{'f_3': ['<0.09186388552188873'], 'f_7': ['<1.0316693782806396', '>=-0.2555623948574066'], 'f_18': ['<0.39909085631370544'], 'f_20': ['>=-0.34859439730644226'], 'f_16': ['>=0.3818826228380203'], 'f_17': ['>=0.07111695408821106'], 'f_0': ['>=-0.3813232332468033'], 'f_19': ['>=0.10119516029953957']}","{'f_5': ['>=-0.3037201017141342'], 'f_16': ['>=1.2102065086364746'], 'f_20': ['<0.3756481856107712'], 'f_17': ['>=0.12224653735756874'], 'f_19': ['>=0.33745937049388885'], 'f_8': ['>=-0.1017879769206047']}","{'f_11': ['>-0.09'], 'f_10': ['>-0.01'], 'f_16': ['>0.76'], 'f_17': ['>0.25'], 'f_8': ['>0.30'], 'f_7': ['>0.44'], 'f_6': ['<=-0.78'], 'f_19': ['>0.05'], 'f_20': ['<=0.01'], 'f_3': ['<=0.04'], 'f_13': ['<=-0.13'], 'f_15': ['<=-0.27'], 'f_0': ['>0.10']}"
kc2,./data/numerical_only/balanced,"[[-0.30685792 -0.26385373 -0.21733142 -0.20506556 -0.32887834 -0.27038358
  -0.37939198 -0.33718025 -0.54575544 -0.16043994 -0.27780835 -0.14217269
  -0.30716344 -0.17931742 -0.25408431 -0.27149835 -0.18849308 -0.4743107
  -0.31928813 -0.34351332 -0.26298694]]",{},{},{},"{'f_4': ['<-0.26572534441947937'], 'f_6': ['<0.061252123676240444'], 'f_8': ['<-0.0024154508719220757']}","{'f_16': ['<1.1492289900779724'], 'f_17': ['<0.13750426098704338'], 'f_8': ['<0.028562426567077637']}",{'f_17': ['<0.08736828714609146']},"{'f_17': ['<=-0.34'], 'f_10': ['<=-0.24'], 'f_19': ['<=-0.29']}"
kc2,./data/numerical_only/balanced,"[[-0.17843769 -0.17266487 -0.21733142 -0.08079783 -0.18725149 -0.17389878
  -0.63361869  0.02389532 -0.13512905 -0.14267754 -0.17915804 -0.12738055
  -0.15181094 -0.35863484 -0.14545858 -0.27149835  0.59840223 -0.06643406
  -0.18628493 -0.18849515 -0.17175335]]","{'f_0': ['>=-0.28759488463401794'], 'f_12': ['<-0.03529656585305929']}",{},{},"{'f_0': ['>=-0.32581527531147003'], 'f_19': ['<-0.10486024618148804']}","{'f_7': ['>=-0.33131277561187744'], 'f_16': ['<1.6213661432266235'], 'f_17': ['<0.0921846367418766'], 'f_10': ['<1.021087408065796'], 'f_6': ['<1.0006959438323975']}","{'f_13': ['<1.7462619543075562'], 'f_17': ['<-0.06125290133059025'], 'f_5': ['<1.4998534321784973']}","{'f_1': ['<=0.01'], 'f_13': ['<=-0.36'], 'f_17': ['<=0.22'], 'f_20': ['<=0.01'], 'f_14': ['>-0.47 ', ' <= 0.07'], 'f_12': ['>-0.40 ', ' <= 0.10'], 'f_9': ['<=-0.10'], 'f_10': ['<=-0.01'], 'f_5': ['<=-0.02'], 'f_18': ['<=0.04'], 'f_19': ['<=0.04'], 'f_3': ['<=0.04'], 'f_4': ['<=0.04'], 'f_0': ['<=0.10'], 'f_11': ['<=-0.09'], 'f_16': ['<=0.76'], 'f_2': ['<=-0.22'], 'f_7': ['<=0.41'], 'f_8': ['<=0.29'], 'f_15': ['<=-0.27']}"
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.38467074 -0.29952893
   1.43651314 -0.74339026 -0.63924906 -0.16370753 -0.31069178 -0.14489348
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.9753884  -0.56494995
  -0.38228964 -0.38780423 -0.35422053]]",{},{},{},"{'f_17': ['<-0.1556927040219307'], 'f_11': ['<-0.1370263397693634'], 'f_10': ['<1.2160391807556152'], 'f_8': ['<-0.2124459445476532']}","{'f_16': ['<1.14922896027565'], 'f_14': ['<1.538240134716034'], 'f_17': ['<0.09653755277395248'], 'f_6': ['>=0.5104015320539474']}","{'f_16': ['<2.096627712249756'], 'f_17': ['<0.7755042612552643'], 'f_11': ['<-0.0998997837305069']}","{'f_17': ['<=-0.56'], 'f_11': ['<=-0.14']}"
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.38896246 -0.30151712
   1.43651314 -0.74339026 -0.71410606 -0.16375534 -0.31069178 -0.14493322
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.9753884  -0.61026958
  -0.38228964 -0.39887696 -0.35422053]]",{},{},{},{'f_19': ['<-0.2787632495164871']},"{'f_16': ['<0.9918498992919922'], 'f_6': ['>=0.03826622199267149'], 'f_17': ['<0.0921846367418766']}",{'f_17': ['<0.141163632273674']},"{'f_17': ['<=-0.34'], 'f_10': ['<=-0.31']}"
kc2,./data/numerical_only/balanced,"[[-0.43527815 -0.35504258 -0.21733142 -0.32933329 -0.36321212 -0.29168634
   0.81910536 -0.69825581 -0.47835307 -0.16340452 -0.29425006 -0.1446418
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -1.29014652 -0.56494995
  -0.39628998 -0.34351332 -0.35422053]]",{},{},{},"{'f_4': ['<-0.34389936923980713'], 'f_18': ['<-0.26997584104537964']}","{'f_16': ['<0.8344708383083344'], 'f_14': ['<0.9407986402511597'], 'f_17': ['<0.0921846367418766'], 'f_10': ['<0.6840321719646454']}",{'f_17': ['<-0.07651952281594276']},"{'f_16': ['<=0.76'], 'f_17': ['<=-0.56'], 'f_6': ['<=0.82']}"
kc2,./data/numerical_only/balanced,"[[-0.10138556  0.00971284 -0.21733142 -0.08079783 -0.10570875 -0.12059229
  -0.63361869 -0.00228266  0.1972236  -0.13499877 -0.12983288 -0.12098656
  -0.08966994 -0.35863484  0.07179286 -0.27149835  0.2836441   0.11484445
  -0.12328342 -0.07776788  0.01071383]]","{'f_12': ['<-0.019761313684284687'], 'f_1': ['>=-0.12707044649869204'], 'f_19': ['>=-0.09437696635723114'], 'f_8': ['<0.3312518298625946']}",{},{},{'f_12': ['<-0.03489617072045803']},"{'f_5': ['<0.03291373699903488'], 'f_16': ['<0.8344708383083344', '>=-0.10980355460196733'], 'f_17': ['<0.23167886584997177', '>=-0.04377424344420433'], 'f_10': ['<0.2647683694958687'], 'f_6': ['<-0.05252905283123255']}","{'f_3': ['>=-0.26719943434000015'], 'f_12': ['<0.21888036280870438', '>=-0.8267430067062378'], 'f_17': ['<0.13750426098704338'], 'f_19': ['<0.3708624243736267'], 'f_13': ['<1.6483476161956787']}","{'f_8': ['<=0.29'], 'f_19': ['<=0.04'], 'f_13': ['<=-0.36'], 'f_17': ['<=0.22'], 'f_1': ['<=0.01'], 'f_14': ['>-0.47 ', ' <= 0.07'], 'f_12': ['>-0.40 ', ' <= 0.10'], 'f_10': ['<=-0.01'], 'f_0': ['<=0.10'], 'f_11': ['<=-0.09'], 'f_20': ['<=0.01'], 'f_9': ['<=-0.10'], 'f_5': ['<=-0.02'], 'f_18': ['<=0.04'], 'f_3': ['<=0.04'], 'f_4': ['<=0.04'], 'f_16': ['<=0.76'], 'f_7': ['<=0.41'], 'f_2': ['<=-0.22'], 'f_15': ['<=-0.27']}"
kc2,./data/numerical_only/balanced,"[[-0.37106803 -0.35504258 -0.21733142 -0.32933329 -0.36321212 -0.28846449
   0.81910536 -0.69825581 -0.38734433 -0.16330113 -0.29425006 -0.1445557
  -0.38483969 -0.35863484 -0.47133576  0.69259784 -0.81800934 -0.42899107
  -0.36828931 -0.35458605 -0.35422053]]",{},{},{},"{'f_18': ['<-0.2587994933128357'], 'f_14': ['<-0.2621940076351166']}","{'f_16': ['<0.9131603837013245'], 'f_17': ['<0.09842315316200256'], 'f_6': ['>=-0.01621098630130291'], 'f_8': ['<-0.06477584689855576']}",{},"{'f_20': ['<=-0.26'], 'f_8': ['<=-0.24'], 'f_13': ['<=-0.36']}"
kc2,./data/numerical_only/balanced,"[[-0.13991162  0.00971284 -0.21733142 -0.20506556 -0.18295976 -0.18013321
  -0.66993678  0.16381212 -0.26558521 -0.14054954 -0.17915804 -0.12560819
  -0.05859944 -0.35863484 -0.47133576 -0.27149835  0.2836441  -0.20239294
  -0.18628493 -0.17742242  0.01071383]]","{'f_9': ['>=-0.15218889713287354'], 'f_19': ['<-0.0999133288860321']}",{},{},"{'f_5': ['<-0.11118396371603012'], 'f_12': ['>=-0.24475384503602982']}","{'f_17': ['<-0.07058996707201004'], 'f_10': ['<0.7497990727424622'], 'f_6': ['<-0.11779501289129257'], 'f_19': ['<0.6917866468429565'], 'f_13': ['<1.07590451836586']}","{'f_19': ['<1.435880959033966'], 'f_17': ['<0.15142758190631866'], 'f_5': ['<1.8465250730514526']}","{'f_6': ['<=-0.49'], 'f_14': ['<=-0.47'], 'f_8': ['<=-0.24']}"
kc2,./data/numerical_only/balanced,"[[-0.30685792 -0.26385373 -0.21733142 -0.32933329 -0.27308594 -0.23339563
  -0.2341196  -0.45182174 -0.01430173 -0.15836036 -0.24492491 -0.1404414
  -0.27609294 -0.35863484 -0.36271003 -0.27149835 -0.18849308 -0.15707331
  -0.27728712 -0.26600423 -0.26298694]]",{},{},{},"{'f_17': ['<-0.06817711889743805', '>=-0.3353431075811386']}","{'f_16': ['<0.9918499290943146'], 'f_14': ['<0.8864857852458954'], 'f_17': ['<0.10321453586220741'], 'f_6': ['<1.1278092861175537'], 'f_19': ['<0.3263866454362869']}","{'f_10': ['<1.1124006509780884'], 'f_13': ['<1.8043332695960999'], 'f_17': ['<0.22892172634601593']}","{'f_7': ['<=-0.32'], 'f_10': ['<=-0.24'], 'f_14': ['<=-0.36'], 'f_0': ['<=-0.31']}"
kc2,./data/numerical_only/balanced,"[[-0.34538399 -0.26385373 -0.21733142 -0.20506556 -0.31171145 -0.25979277
  -0.37939198 -0.33718025 -0.44604963 -0.15942025 -0.26136663 -0.1413236
  -0.30716344 -0.35863484 -0.47133576 -0.27149835 -0.18849308 -0.38367144
  -0.31228796 -0.31029514 -0.26298694]]",{},{},{},"{'f_4': ['<-0.26460525393486023'], 'f_7': ['>=-0.5536505281925201'], 'f_8': ['<-0.008990623755380511']}","{'f_16': ['<0.6770917475223541'], 'f_17': ['<0.0468650097027421'], 'f_6': ['<0.5104015320539474'], 'f_2': ['<0.7588474452495575'], 'f_8': ['<0.9784078598022461']}","{'f_4': ['<1.23515123128891'], 'f_18': ['<1.431098759174347'], 'f_17': ['<0.7207856178283691']}","{'f_11': ['<=-0.14'], 'f_8': ['<=-0.24'], 'f_13': ['<=-0.36']}"
kc2,./data/numerical_only/balanced,"[[-0.4095941  -0.35504258 -0.21733142 -0.32933329 -0.38467074 -0.29952893
  -0.9967997  -0.87879359 -0.87966119 -0.16386138 -0.31069178 -0.14502197
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.66063027 -0.6555892
  -0.36828931 -0.40994968 -0.35422053]]",{},{},{},{'f_1': ['<-0.35285957157611847']},"{'f_18': ['<0.8322395086288452'], 'f_16': ['<1.1492289900779724'], 'f_17': ['<0.0839368961751461'], 'f_19': ['<0.30424119532108307']}",{'f_17': ['<0.318782776594162']},"{'f_17': ['<=-0.56'], 'f_11': ['<=-0.14']}"
kc2,./data/numerical_only/balanced,"[[-0.10138556  0.10090169  0.23321266  0.0434699  -0.11858392 -0.13456466
  -0.7062549   0.24595679 -0.10406805 -0.12959867 -0.1462746  -0.11648945
  -0.04306419 -0.35863484 -0.25408431 -0.27149835  0.44102317 -0.06643406
  -0.12328342 -0.11098606  0.10194742]]","{'f_0': ['>=-0.28759488463401794'], 'f_12': ['<-0.011993689462542534']}",{},{},{'f_8': ['<0.08537981659173965']},"{'f_5': ['<-0.0880642905831337'], 'f_16': ['<1.4298096895217896'], 'f_17': ['<0.07575635612010956'], 'f_10': ['<0.534287303686142'], 'f_6': ['<-0.25798744708299637']}","{'f_15': ['<1.4554182887077332'], 'f_14': ['<1.4872228503227234'], 'f_17': ['<0.8015984892845154'], 'f_0': ['>=-1.1389321088790894'], 'f_13': ['<1.5107083320617676']}","{'f_8': ['>-0.64 ', ' <= 0.29'], 'f_13': ['<=-0.36'], 'f_17': ['>-0.56 ', ' <= 0.22'], 'f_5': ['>-0.30 ', ' <= -0.02'], 'f_10': ['>-0.31 ', ' <= -0.01'], 'f_12': ['>-0.40 ', ' <= 0.10'], 'f_18': ['>-0.38 ', ' <= 0.04'], 'f_3': ['>-0.21 ', ' <= 0.04'], 'f_11': ['>-0.14 ', ' <= -0.09'], 'f_4': ['>-0.38 ', ' <= 0.04'], 'f_0': ['>-0.30 ', ' <= 0.10'], 'f_9': ['>-0.16 ', ' <= -0.10'], 'f_14': ['<=0.07'], 'f_16': ['>-0.98 ', ' <= 0.76'], 'f_7': ['>-0.74 ', ' <= 0.41'], 'f_19': ['>-0.39 ', ' <= 0.04'], 'f_15': ['<=-0.27'], 'f_6': ['>-0.78 ', ' <= 0.82']}"
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.38467074 -0.29952893
   0.81910536 -0.69825581 -0.69950738 -0.16365619 -0.31069178 -0.14485109
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.81800934 -0.61026958
  -0.37528947 -0.39887696 -0.35422053]]",{},{},{},"{'f_18': ['<-0.25780029594898224'], 'f_0': ['<-0.4031730890274048']}","{'f_17': ['<0.09043609350919724'], 'f_6': ['>=0.23801574856042862'], 'f_19': ['<1.1457684636116028'], 'f_8': ['<0.31308117508888245']}","{'f_14': ['<1.5256040692329407'], 'f_17': ['<-0.05808309279382229']}","{'f_17': ['<=0.22'], 'f_10': ['<=-0.31']}"
kc2,./data/numerical_only/balanced,"[[-0.42243612 -0.35504258 -0.21733142 -0.32933329 -0.38896246 -0.30151712
   1.43651314 -0.74339026 -0.71410606 -0.16375534 -0.31069178 -0.14493322
  -0.40037494 -0.35863484 -0.47133576 -0.27149835 -0.9753884  -0.61026958
  -0.38228964 -0.39887696 -0.35422053]]",{},{},{},"{'f_10': ['<1.2160391807556152'], 'f_19': ['<-0.2776850759983063'], 'f_8': ['<-0.2120271921157837']}","{'f_16': ['<0.9918499290943146'], 'f_14': ['<0.26429983228445053'], 'f_17': ['<0.0015453817322850227']}","{'f_17': ['<0.10181300342082977'], 'f_1': ['<2.571703553199768']}","{'f_1': ['<=-0.36'], 'f_11': ['<=-0.14']}"
kc2,./data/numerical_only/balanced,"[[ 0.55355761  1.2863568   0.98411947  1.03761175  0.76551099  0.55933935
  -0.8515273   1.38153952  1.06910596  0.18378683  0.54427754  0.14448909
   0.67155731 -0.35863484  0.28904431 -0.27149835  1.22791848  1.02123698
   0.74473743  0.79697755  1.28798408]]","{'f_3': ['>=0.2298714965581894'], 'f_4': ['>=0.342776283621788'], 'f_16': ['>=0.9918499290943146']}",{},{},"{'f_7': ['<1.8536458015441895'], 'f_18': ['>=0.7275063693523407'], 'f_14': ['<0.5311627089977264'], 'f_2': ['>= -9.94926789166028 * f_16+12.785184874502445']}","{'f_7': ['>=0.6214753687381744'], 'f_18': ['>=-0.18854335695505142'], 'f_17': ['>=0.63602015376091'], 'f_10': ['>=-0.2860292047262192'], 'f_6': ['<1.141663134098053'], 'f_19': ['>=0.1436866633594036'], 'f_2': ['>=0.5688275098800659']}","{'f_7': ['>=0.3870011866092682'], 'f_5': ['>=-0.2939967066049576'], 'f_16': ['>=1.0609064102172852'], 'f_17': ['>=0.084809809923172'], 'f_4': ['>=0.19712118059396744'], 'f_19': ['>=0.3242376297712326'], 'f_2': ['>=0.7037560641765594']}","{'f_19': ['>0.05'], 'f_16': ['>-0.19'], 'f_12': ['>-0.31'], 'f_5': ['>-0.24'], 'f_17': ['>0.25'], 'f_7': ['>0.44']}"
